Title,Page
Thalaba,168
Kehama,170
"Ode, written during the Negociations with Buonaparte",172
Funeral Ode on the Death of the Princess Charlotte,176
The Holly Tree,180
The Battle of Blenheim,182
Stanzas written in his Library,184
Walter Scott (1771-1836),186
The Last Minstrel (from The Lay of the Last Minstrel),194
The Camp (from Marmion),197
Battle of Beal' an Duine (from The Lady of the Lake),202
The Buccaneer (from Rokeby),205
Lake Coriskin (from The Lord of the Isles),209
The Eve of St. John,211
Edmund's Song (from Rokeby),218
County Guy (from Quentin Durward),220
The Violet,220
Joanna Baillie (1762-1851),221
The Chough and Crow,223
Fisherman's Song,223
Song,224
Song,225
James Hogg (1770-1835),227
A Boy's Song,228
Thomas Campbell (1777-1844),229
Hohenlinden,233
Ye Mariners of England,234
Battle of the Baltic,235
The Oneyda's Death Song,237
John Hookham Frere (1769-1846),240
Extract from The Monks and the Giants,241
Lord Byron (1788-1824),244
When we two parted,256
"And thou art dead, as young and fair",257
Extract from The Bride of Abydos,259
Extracts from The Hebrew Melodies:,
She walks in beauty,259
Oh! snatch'd away in beauty's bloom,260
Extract from Parisina,261
Stanzas for Music,261
Stanzas for Music,262
Fare Thee Well,263
Stanzas to Augusta,265
Epistle to Augusta,266
The Dream,270
Extracts from Childe Harold's Pilgrimage:,
Harold the Wanderer,276
Night and Tempest,281
Ocean,284
Prometheus,286
Sonnet on Chillon,288
Stanzas for Music,288
So we'll go no more a roving,289
Stanzas written on the road between Florence and Pisa,289
Stanzas,290
Extracts from Don Juan:,
Donna Julia's letter,291
First Love,292
The Isles of Greece,294
Haidee and Juan,297
Invocation to the Spirit of Achilles (from The Deformed Transformed),300
On this day I complete my thirty-sixth year,302
William Tennant (1786-1848),304
Rab the Ranter's Bag-pipe Playing (from Anster Fair),306
Thomas Moore (1779-1852),309
Extracts from Lalla Rookh:,
The Light of the Haram,313
The Fire-Worshippers,314
"When he, who adores thee",315
"Believe me, if all those endearing young charms",316
"By that lake, whose gloomy shore",316
Lesbia hath a beaming eye,317
At the mid hour of night,319
The Young May Moon,319
The time I've lost in wooing,320
Dear harp of my country,321
Echo,321
Oft in the stilly night (from National Airs),322
Charles Wolfe (1791-1823),323
The Burial of Sir John Moore at Corunna,324
Song,325
Charles Lamb (1775-1834),326
Hester,328
The Old Familiar Faces,329
The Grandame,329
On an Infant dying as soon as born,331
Work,332
Parental Recollections,333
Felicia Hemans (1793-1835),334
A Ballad of Roncesvalles,336
A Dirge,338
Casabianca,338
Leigh Hunt (1784-1859),340
A Garden and Summer House (from The Story of Rimini),343
Rondeau,346
To the Grasshopper and the Cricket,346
"The Fish, the Man, and the Spirit",346
Percy Bysshe Shelley (1792-1822),348
Stanzas—April 1814,357
"Extract from Alastor, or The Spirit of Solitude",358
Stanzas written in Dejection near Naples,374
Ode to the West Wind,375
Extracts from Prometheus Unbound:,
Semichorus I of Spirits,378
Semichorus II,378
"Voice in the air, singing",379
Hymn of Pan,380
The Cloud,381
To a Skylark,383
Extract from Epipsychidion,387
Adonais; an Elegy on the Death of John Keats,393
To Night,409
To ——,410
A Lament,411
To ——,411
Last Chorus of Hellas,412
Lines,413
To Jane—the Recollection,414
Thomas Love Peacock (1785-1866),417
Extracts from Rhododaphne:,
The Spell of the Laurel-Rose,420
The Vengeance of Bacchus,421
The War-Song of Dinas-Vawr (from the Misfortunes of Elphin),423
The Men of Gotham (from Nightmare Abbey),424
The Flower of Love (from Melincourt),425
The Grave of Love,426
Mr. Cypress's Song in Ridicule of Lord Byron (from Nightmare Abbey),426
John Keats (1795-1821),427
Endymion (from Miscellaneous Poems),438
Extracts from Endymion:,
Beauty,438
Hymn to Pan,439
Bacchus,439
Cynthia's Bridal Evening (from Miscellaneous Poems),440
Extracts from Hyperion:,
Saturn,440
Cœlus to Hyperion,442
Oceanus,443
Hyperion's Arrival,445
The Flight (from The Eve of St. Agnes),446
Ode to a Nightingale,451
Ode on a Grecian Urn,454
Ode,455
To Autumn,457
Lines on the Mermaid Tavern,458
Sonnets:,
On first looking into Chapman's Homer,459
Written in January 1817,459
Written in January 1818,460
Addressed to Haydon,460
On the Grasshopper and the Cricket,461
The Human Seasons,461
On a Picture of Leander,462
Keats's Last Sonnet,462
The Bard speaks (from The Epistle to my brother George),463
Walter Savage Landor (1775-1864),465
Extracts from Gebir:,
The Shell,473
Prayers,473
Tamar and the Nymph,474
To Tacæa,476
Fæsulan Idyl,477
Iphigeneia and Agamemnon,479
The Death of Artemidora,480
"Corinna, from Athens, to Tanagra (from Pericles and Aspasia)",481
Cleone to Aspasia,482
The Maid's Lament (from the Examination of Shakespeare),483
'Ye who have toiled uphill',484
'Twenty years hence',484
'Lately our poets loitered',485
'When Helen first saw wrinkles',485
"'Say ye, that years roll on'",485
Friends,486
"'You smiled, you spoke'",486
'There are who say',486
"'Why, why repine'",486
Children playing in a Churchyard,487
'Ah! what avails the sceptred race!',487
On Southey's Death,488
"'An aged man, who loved to doze away'",488
For an Epitaph at Fiesole,488
Bryan Waller Procter (1787-1874),489
For Music,491
The Sea,491
A Bacchanalian Song,492
A Repose,493
Inscription for a Fountain,494
A Petition to Time,494
Ebenezer Elliott (1781-1849),495
An Excursion to the Mountains (from The Village Patriarch),497
Song,498
Battle Song,499
A Poet's Epitaph,500
The Three Marys at Castle Howard in 1812 and 1837,501
Plaint,501
John Keble (1792-1866),503
Extracts from The Christian Year:,
Third Sunday in Lent,509
Second Sunday after Easter,510
Fifteenth Sunday after Trinity,512
All Saints' Day,514
United States (from Lyra Apostolica),515
The Waterfall (from Lyra Innocentium),516
Hartley Coleridge (1796-1849),518
Sonnet,520
"To a Lofty Beauty, from her Poor Kinsman",520
"May, 1840",521
To a Deaf and Dumb Little Girl,521
Stanzas,522
Song,523
Summer Rain,523
William Motherwell (1797-1834),524
True Love's Dirge,525
Jeanie Morrison,527
Thomas Hood (1799-1845),531
The Bridge of Sighs,534
"A Parental Ode to my Son, aged Three Years and Five Months",537
The Death-Bed,539
Lord Macaulay (1800-1859),540
The Battle of Naseby,541
Epitaph on a Jacobite,543
Winthrop Mackworth Praed (1802-1839),544
A Letter of Advice,546
The Vicar,549
Thomas Lovell Beddoes (1803-1849),552
"Dirge for Wolfram (from Death's Jest Book, Act ii)",555
"Song (from Torrismond, Sc. iii)",555
"Amala's Bridal Song (from Death's Jest Book, Act iv)",556
"Athulf's Song (from Death's Jest Book, Act iv)",557
"Sailor's Song (from Death's Jest Book, Act i)",558
"Hesperus Song (from The Bride's Tragedy, Act i)",558
Song of the Stygian Naiades,559
"Wolfram's Song (from Death's Jest Book, Act v)",560
Extract from Dream-Pedlary,561
Extract from Dream-Pedlary,561
Elizabeth Barrett Browning (1801-1861),562
Irreparableness,568
Grief,568
Sonnets from the Portuguese,568
Extract from Casa Guidi Windows,571
A Musical Instrument,572
"The Forced Recruit. Solferino, 1859",573
Extracts from Aurora Leigh:,
Aurora's Home,574
The Beauty of England,576
A Simile,577
Marian's Child,578
The Journey South,579
Emily Brontë (1819-1848),581
Last Lines,584
Stanzas,585
Remembrance,585
The Old Stoic,586
A Death-Scene,587
Arthur Hugh Clough (1819-1861),589
Qua Cursum Ventus,593
"Qui Laborat, Orat",593
The Hidden Love,594
"'With whom is no variableness, neither shadow of turning'",595
'Perchè Pensa? Pensando s'invecchia',596
The Shadow,596
Extracts from Dipsychus:,
Isolation,599
In Venice; Dipsychus speaks,599
The Stream of Life (from Poems on Life and Duty),602
Extracts from The Bothie of Tober-na-Vuolich:,
The Highland Stream,602
Elspie and Philip,603
Philip to Adam,604
Extracts from Songs in Absence:,
Come Back!,605
Where lies the land?,607
'Say not the struggle nought availeth' (from Miscellaneous Poems),607
Charles Kingsley (1819-1875),608
Pallas in Olympus (from Andromeda),610
The Last Buccanier,610
The Sands of Dee (from Alton Locke),612
A Farewell,612
Dolcino to Margaret,613
Airly Beacon,613
A Boat-Song (from Hypatia),613
The Song of Madame Do-as-you-would-be-done-by,614
"The 'Old, old Song'",614
Sydney Dobell (1824-1874),615
Monk's Song (from The Roman),617
Sonnets:,
America,618
The Common Grave,619
England (from Balder),619
Chamouni,620
James Thomson (1834-1882),621
The City of Dreadful Night,624
Arthur O'Shaughnessy (1844-1881),629
From 'Bisclaveret' (Epic of Women),630
Song (from Lays of France),631
Song (from Music and Moonlight),632
Dante Gabriel Rossetti (1828-1882),633
The Blessed Damozel,642
Love Enthroned,646
Love's Nocturn,646
Love's Lovers,651
Love-Lily,651
Parted Love,652
The Portrait,653
Sibylla Palmifera,656
Newborn Death,656
Soothsay,657
Hope overtaken,660
The Monochord,660
Ave,661
